Referencia Catastral,Tipo de vía,Nombre de vía,Numero,Bloque,Escalera,Planta,Puerta,Tipo reforma,Antiguedad,Calidad,Superficie construida,Tipo
3455804YJ2635C0058,CL,FRANCESC LARRODE ARTOLA,3,    ,2 ,00 ,translation missing: es.catastro.reforms.A  , ,2008,4,114,Colectiva
3455804YJ2635C0059,CL,FRANCESC LARRODE ARTOLA,3,    ,2 ,01 ,01 , ,2008,4,110,Colectiva
3455804YJ2635C0060,CL,FRANCESC LARRODE ARTOLA,3,    ,2 ,01 ,02 , ,2008,4,74,Colectiva
3455804YJ2635C0061,CL,FRANCESC LARRODE ARTOLA,3,    ,2 ,01 ,03 , ,2008,4,133,Colectiva
3455804YJ2635C0062,CL,FRANCESC LARRODE ARTOLA,3,    ,2 ,01 ,04 , ,2008,4,71,Colectiva
3455804YJ2635C0063,CL,FRANCESC LARRODE ARTOLA,3,    ,2 ,01 ,05 , ,2008,4,120,Colectiva
3455804YJ2635C0064,CL,FRANCESC LARRODE ARTOLA,3,    ,2 ,02 ,06 , ,2008,4,110,Colectiva
3455804YJ2635C0065,CL,FRANCESC LARRODE ARTOLA,3,    ,2 ,02 ,07 , ,2008,4,74,Colectiva
3455804YJ2635C0066,CL,FRANCESC LARRODE ARTOLA,3,    ,2 ,02 ,08 , ,2008,4,133,Colectiva
3455804YJ2635C0067,CL,FRANCESC LARRODE ARTOLA,3,    ,2 ,02 ,09 , ,2008,4,71,Colectiva
3455804YJ2635C0068,CL,FRANCESC LARRODE ARTOLA,3,    ,2 ,02 ,10 , ,2008,4,120,Colectiva
3455804YJ2635C0069,CL,FRANCESC LARRODE ARTOLA,3,    ,2 ,03 ,11 , ,2008,4,110,Colectiva
3455804YJ2635C0070,CL,FRANCESC LARRODE ARTOLA,3,    ,2 ,03 ,12 , ,2008,4,74,Colectiva
3455804YJ2635C0071,CL,FRANCESC LARRODE ARTOLA,3,    ,2 ,03 ,13 , ,2008,4,133,Colectiva
3455804YJ2635C0072,CL,FRANCESC LARRODE ARTOLA,3,    ,2 ,03 ,14 , ,2008,4,71,Colectiva
3455804YJ2635C0073,CL,FRANCESC LARRODE ARTOLA,3,    ,2 ,03 ,15 , ,2008,4,120,Colectiva
3455804YJ2635C0074,CL,FRANCESC LARRODE ARTOLA,3,    ,2 ,04 ,16 , ,2008,4,143,Colectiva
3455804YJ2635C0075,CL,FRANCESC LARRODE ARTOLA,3,    ,2 ,04 ,17 , ,2008,4,121,Colectiva
3455804YJ2635C0076,CL,FRANCESC LARRODE ARTOLA,3,    ,2 ,04 ,18 , ,2008,4,172,Colectiva
3455804YJ2635C0077,CL,FRANCESC LARRODE ARTOLA,3,    ,2 ,04 ,19 , ,2008,4,123,Colectiva
3455804YJ2635C0078,CL,FRANCESC LARRODE ARTOLA,3,    ,2 ,05 ,20 , ,2008,4,142,Colectiva
3455804YJ2635C0079,CL,SAN VICENTE FERRER,8,    ,3 ,00 ,translation missing: es.catastro.reforms.A  , ,2008,4,80,Colectiva
3455804YJ2635C0080,CL,SAN VICENTE FERRER,8,    ,3 ,00 ,translation missing: es.catastro.reforms.B  , ,2008,4,82,Colectiva
3455804YJ2635C0081,CL,SAN VICENTE FERRER,8,    ,3 ,01 ,01 , ,2008,4,95,Colectiva
3455804YJ2635C0082,CL,SAN VICENTE FERRER,8,    ,3 ,01 ,02 , ,2008,4,96,Colectiva
3455804YJ2635C0083,CL,SAN VICENTE FERRER,8,    ,3 ,02 ,03 , ,2008,4,95,Colectiva
3455804YJ2635C0084,CL,SAN VICENTE FERRER,8,    ,3 ,02 ,04 , ,2008,4,96,Colectiva
3455804YJ2635C0085,CL,SAN VICENTE FERRER,8,    ,3 ,03 ,05 , ,2008,4,95,Colectiva
3455804YJ2635C0086,CL,SAN VICENTE FERRER,8,    ,3 ,03 ,06 , ,2008,4,96,Colectiva
3455804YJ2635C0087,CL,SAN VICENTE FERRER,8,    ,3 ,04 ,07 , ,2008,4,114,Colectiva
3455804YJ2635C0088,CL,SAN VICENTE FERRER,8,    ,3 ,04 ,08 , ,2008,4,115,Colectiva
3456701YJ2635N0002,CL,SAN VICENTE FERRER,10,    ,1 ,01 ,01 , ,2006,4,98,Colectiva
3456701YJ2635N0003,CL,SAN VICENTE FERRER,10,    ,1 ,01 ,02 , ,2006,4,116,Colectiva
3456701YJ2635N0004,CL,SAN VICENTE FERRER,10,    ,1 ,01 ,03 , ,2006,4,102,Colectiva
3456701YJ2635N0005,CL,SAN VICENTE FERRER,10,    ,1 ,02 ,04 , ,2006,4,98,Colectiva
3456701YJ2635N0006,CL,SAN VICENTE FERRER,10,    ,1 ,02 ,05 , ,2006,4,102,Colectiva
3456701YJ2635N0007,CL,SAN VICENTE FERRER,10,    ,1 ,03 ,06 , ,2006,4,98,Colectiva
3456701YJ2635N0008,CL,SAN VICENTE FERRER,10,    ,1 ,03 ,07 , ,2006,4,116,Colectiva
3456701YJ2635N0009,CL,SAN VICENTE FERRER,10,    ,1 ,03 ,08 , ,2006,4,102,Colectiva
3456701YJ2635N0010,CL,SAN VICENTE FERRER,10,    ,1 ,04 ,09 , ,2006,4,98,Colectiva
3456701YJ2635N0011,CL,SAN VICENTE FERRER,10,    ,1 ,04 ,10 , ,2006,4,102,Colectiva
3456701YJ2635N0012,CL,SAN VICENTE FERRER,10,    ,1 ,05 ,11 , ,2006,4,95,Colectiva
3456701YJ2635N0013,CL,SAN VICENTE FERRER,10,    ,1 ,05 ,12 , ,2006,4,98,Colectiva
3456701YJ2635N0014,CL,SAN VICENTE FERRER,10,    ,2 ,01 ,01 , ,2006,4,114,Colectiva
3456701YJ2635N0015,CL,SAN VICENTE FERRER,10,    ,2 ,01 ,02 , ,2006,4,112,Colectiva
3456701YJ2635N0016,CL,SAN VICENTE FERRER,10,    ,2 ,01 ,03 , ,2006,4,148,Colectiva
3456701YJ2635N0017,CL,SAN VICENTE FERRER,10,    ,2 ,02 ,04 , ,2006,4,114,Colectiva
3456701YJ2635N0018,CL,SAN VICENTE FERRER,10,    ,2 ,02 ,05 , ,2006,4,112,Colectiva
3456701YJ2635N0019,CL,SAN VICENTE FERRER,10,    ,2 ,03 ,06 , ,2006,4,106,Colectiva
3456701YJ2635N0020,CL,SAN VICENTE FERRER,10,    ,2 ,03 ,07 , ,2006,4,95,Colectiva
3456701YJ2635N0021,CL,SAN VICENTE FERRER,10,    ,2 ,03 ,08 , ,2006,4,95,Colectiva
3456701YJ2635N0022,CL,SAN VICENTE FERRER,10,    ,2 ,04 ,09 , ,2006,4,106,Colectiva
3456701YJ2635N0023,CL,SAN VICENTE FERRER,10,    ,2 ,04 ,10 , ,2006,4,95,Colectiva
3456701YJ2635N0024,CL,SAN VICENTE FERRER,10,    ,2 ,04 ,11 , ,2006,4,94,Colectiva
3456701YJ2635N0025,CL,SAN VICENTE FERRER,10,    ,2 ,05 ,12 , ,2006,4,93,Colectiva
3456701YJ2635N0026,CL,SAN VICENTE FERRER,10,    ,2 ,05 ,13 , ,2006,4,93,Colectiva
3456701YJ2635N0027,CL,FRANCESC LARRODE ARTOLA,6,    ,3 ,01 ,01 , ,2006,4,103,Colectiva
3456701YJ2635N0028,CL,FRANCESC LARRODE ARTOLA,6,    ,3 ,01 ,02 , ,2006,4,117,Colectiva
3456701YJ2635N0029,CL,FRANCESC LARRODE ARTOLA,6,    ,3 ,01 ,03 , ,2006,4,100,Colectiva
3456701YJ2635N0030,CL,FRANCESC LARRODE ARTOLA,6,    ,3 ,02 ,04 , ,2006,4,103,Colectiva
3456701YJ2635N0031,CL,FRANCESC LARRODE ARTOLA,6,    ,3 ,02 ,05 , ,2006,4,100,Colectiva
3456701YJ2635N0032,CL,FRANCESC LARRODE ARTOLA,6,    ,3 ,03 ,06 , ,2006,4,103,Colectiva
3456701YJ2635N0033,CL,FRANCESC LARRODE ARTOLA,6,    ,3 ,03 ,07 , ,2006,4,117,Colectiva
3456701YJ2635N0034,CL,FRANCESC LARRODE ARTOLA,6,    ,3 ,03 ,08 , ,2006,4,100,Colectiva
3456701YJ2635N0035,CL,FRANCESC LARRODE ARTOLA,6,    ,3 ,04 ,09 , ,2006,4,103,Colectiva
3456701YJ2635N0036,CL,FRANCESC LARRODE ARTOLA,6,    ,3 ,04 ,10 , ,2006,4,100,Colectiva
3456701YJ2635N0037,CL,FRANCESC LARRODE ARTOLA,6,    ,3 ,05 ,11 , ,2006,4,94,Colectiva
3456701YJ2635N0038,CL,FRANCESC LARRODE ARTOLA,6,    ,3 ,05 ,12 , ,2006,4,95,Colectiva
3456703YJ2635N0001,CL,SAN VICENTE FERRER,14,    ,1 ,00 ,01 , ,2002,4,83,Colectiva
3456703YJ2635N0002,CL,SAN VICENTE FERRER,12,    ,1 ,00 ,01 , ,2002,4,75,Colectiva
3456703YJ2635N0003,CL,SAN VICENTE FERRER,12,    ,1 ,00 ,02 , ,2002,4,85,Colectiva
3456703YJ2635N0004,CL,SAN VICENTE FERRER,14,    ,1 ,01 ,02 , ,2002,4,92,Colectiva
3456703YJ2635N0005,CL,SAN VICENTE FERRER,14,    ,1 ,01 ,03 , ,2002,4,87,Colectiva
3456703YJ2635N0006,CL,SAN VICENTE FERRER,12,    ,1 ,01 ,03 , ,2002,4,92,Colectiva
3456703YJ2635N0007,CL,SAN VICENTE FERRER,12,    ,1 ,01 ,04 , ,2002,4,92,Colectiva
3456703YJ2635N0008,CL,SAN VICENTE FERRER,14,    ,1 ,02 ,04 , ,2002,4,92,Colectiva
3456703YJ2635N0009,CL,SAN VICENTE FERRER,14,    ,1 ,02 ,05 , ,2002,4,87,Colectiva
3456703YJ2635N0010,CL,SAN VICENTE FERRER,12,    ,1 ,02 ,05 , ,2002,4,92,Colectiva
3456703YJ2635N0011,CL,SAN VICENTE FERRER,12,    ,1 ,02 ,06 , ,2002,4,92,Colectiva
3456703YJ2635N0012,CL,SAN VICENTE FERRER,14,    ,1 ,03 ,06 , ,2002,4,92,Colectiva
3456703YJ2635N0013,CL,SAN VICENTE FERRER,14,    ,1 ,03 ,07 , ,2002,4,87,Colectiva
3456703YJ2635N0014,CL,SAN VICENTE FERRER,12,    ,1 ,03 ,07 , ,2002,4,92,Colectiva
3456703YJ2635N0015,CL,SAN VICENTE FERRER,12,    ,1 ,03 ,08 , ,2002,4,92,Colectiva
3456703YJ2635N0016,CL,SAN VICENTE FERRER,14,    ,1 ,04 ,08 , ,2002,4,92,Colectiva
3456703YJ2635N0017,CL,SAN VICENTE FERRER,14,    ,1 ,04 ,09 , ,2002,4,87,Colectiva
3456703YJ2635N0018,CL,SAN VICENTE FERRER,12,    ,1 ,04 ,09 , ,2002,4,92,Colectiva
3456703YJ2635N0019,CL,SAN VICENTE FERRER,12,    ,1 ,04 ,10 , ,2002,4,92,Colectiva
3456703YJ2635N0020,CL,SAN VICENTE FERRER,14,    ,1 ,05 ,10 , ,2002,4,82,Colectiva
3456703YJ2635N0021,CL,SAN VICENTE FERRER,14,    ,1 ,05 ,11 , ,2002,4,71,Colectiva
3456703YJ2635N0022,CL,SAN VICENTE FERRER,12,    ,1 ,05 ,11 , ,2002,4,84,Colectiva
3456703YJ2635N0023,CL,SAN VICENTE FERRER,12,    ,1 ,05 ,12 , ,2002,4,83,Colectiva
3456704YJ2635N0003,CL,SAN VICENTE FERRER,16,    ,A ,01 ,01 , ,2001,4,104,Colectiva
3456704YJ2635N0004,CL,SAN VICENTE FERRER,16,    ,A ,01 ,02 , ,2001,4,105,Colectiva
3456704YJ2635N0005,CL,SAN VICENTE FERRER,16,    ,A ,02 ,03 , ,2001,4,104,Colectiva
3456704YJ2635N0006,CL,SAN VICENTE FERRER,16,    ,A ,02 ,04 , ,2001,4,105,Colectiva
3456704YJ2635N0007,CL,SAN VICENTE FERRER,16,    ,A ,03 ,05 , ,2001,4,103,Colectiva
3456704YJ2635N0008,CL,SAN VICENTE FERRER,16,    ,A ,03 ,06 , ,2001,4,104,Colectiva
3456704YJ2635N0009,CL,SAN VICENTE FERRER,16,    ,A ,04 ,07 , ,2001,4,110,Colectiva
3456704YJ2635N0010,CL,SAN VICENTE FERRER,16,    ,A ,04 ,08 , ,2001,4,108,Colectiva
3456704YJ2635N0011,CL,SAN VICENTE FERRER,18,    ,B ,00 ,01 , ,2001,4,95,Colectiva
3456704YJ2635N0013,CL,SAN VICENTE FERRER,18,    ,B ,01 ,03 , ,2001,4,105,Colectiva
3456704YJ2635N0014,CL,SAN VICENTE FERRER,18,    ,B ,01 ,04 , ,2001,4,101,Colectiva
3456704YJ2635N0015,CL,SAN VICENTE FERRER,18,    ,B ,02 ,05 , ,2001,4,105,Colectiva
3456704YJ2635N0016,CL,SAN VICENTE FERRER,18,    ,B ,02 ,06 , ,2001,4,101,Colectiva
3456704YJ2635N0017,CL,SAN VICENTE FERRER,18,    ,B ,03 ,07 , ,2001,4,104,Colectiva
3456704YJ2635N0018,CL,SAN VICENTE FERRER,18,    ,B ,03 ,08 , ,2001,4,100,Colectiva
3456704YJ2635N0019,CL,SAN VICENTE FERRER,18,    ,B ,04 ,09 , ,2001,4,109,Colectiva
3456704YJ2635N0020,CL,SAN VICENTE FERRER,18,    ,B ,04 ,10 , ,2001,4,110,Colectiva
3456706YJ2635N0002,CL,SAN VICENTE FERRER,20,    ,1 ,01 ,02 , ,2010,4,168,Colectiva
3456706YJ2635N0003,CL,SAN VICENTE FERRER,20,    ,1 ,01 ,03 , ,2010,4,109,Colectiva
3456706YJ2635N0004,CL,SAN VICENTE FERRER,20,    ,1 ,02 ,04 , ,2010,4,102,Colectiva
3456706YJ2635N0005,CL,SAN VICENTE FERRER,20,    ,1 ,02 ,05 , ,2010,4,168,Colectiva
3456706YJ2635N0006,CL,SAN VICENTE FERRER,20,    ,1 ,02 ,06 , ,2010,4,109,Colectiva
3456706YJ2635N0007,CL,SAN VICENTE FERRER,20,    ,1 ,03 ,07 , ,2010,4,102,Colectiva
3456706YJ2635N0008,CL,SAN VICENTE FERRER,20,    ,1 ,03 ,08 , ,2010,4,168,Colectiva
3456706YJ2635N0009,CL,SAN VICENTE FERRER,20,    ,1 ,03 ,09 , ,2010,4,109,Colectiva
3456706YJ2635N0010,CL,SAN VICENTE FERRER,20,    ,1 ,04 ,10 , ,2010,4,102,Colectiva
3456706YJ2635N0011,CL,SAN VICENTE FERRER,20,    ,1 ,04 ,11 , ,2010,4,168,Colectiva
3456706YJ2635N0012,CL,SAN VICENTE FERRER,20,    ,1 ,04 ,12 , ,2010,4,109,Colectiva
3456706YJ2635N0013,CL,SAN VICENTE FERRER,20,    ,1 ,05 ,13 , ,2010,4,118,Colectiva
3456706YJ2635N0014,CL,SAN VICENTE FERRER,20,    ,1 ,05 ,14 , ,2010,4,61,Colectiva
3456706YJ2635N0027,CL,SAN VICENTE FERRER,20,    ,1 ,01 ,01 , ,2010,4,102,Colectiva
3456707YJ2635N0044,AV,GENERALITAT VALENCIANA,3,    ,1 ,01 ,01 , ,2001,4,114,Colectiva
3456707YJ2635N0045,AV,GENERALITAT VALENCIANA,3,    ,1 ,01 ,02 , ,2001,4,122,Colectiva
3456707YJ2635N0046,AV,GENERALITAT VALENCIANA,3,    ,1 ,01 ,03 , ,2001,4,122,Colectiva
3456707YJ2635N0047,AV,GENERALITAT VALENCIANA,3,    ,1 ,01 ,04 , ,2001,4,114,Colectiva
3456707YJ2635N0048,AV,GENERALITAT VALENCIANA,3,    ,1 ,02 ,05 , ,2001,4,114,Colectiva
3456707YJ2635N0049,AV,GENERALITAT VALENCIANA,3,    ,1 ,02 ,06 , ,2001,4,122,Colectiva
3456707YJ2635N0050,AV,GENERALITAT VALENCIANA,3,    ,1 ,02 ,07 , ,2001,4,122,Colectiva
3456707YJ2635N0051,AV,GENERALITAT VALENCIANA,3,    ,1 ,02 ,08 , ,2001,4,114,Colectiva
3456707YJ2635N0052,AV,GENERALITAT VALENCIANA,3,    ,1 ,03 ,09 , ,2001,4,114,Colectiva
3456707YJ2635N0053,AV,GENERALITAT VALENCIANA,3,    ,1 ,03 ,10 , ,2001,4,122,Colectiva
3456707YJ2635N0054,AV,GENERALITAT VALENCIANA,3,    ,1 ,03 ,11 , ,2001,4,122,Colectiva
3456707YJ2635N0055,AV,GENERALITAT VALENCIANA,3,    ,1 ,03 ,12 , ,2001,4,114,Colectiva
3456707YJ2635N0056,AV,GENERALITAT VALENCIANA,3,    ,1 ,04 ,13 , ,2001,4,114,Colectiva
3456707YJ2635N0057,AV,GENERALITAT VALENCIANA,3,    ,1 ,04 ,14 , ,2001,4,122,Colectiva
3456707YJ2635N0058,AV,GENERALITAT VALENCIANA,3,    ,1 ,04 ,15 , ,2001,4,122,Colectiva
3456707YJ2635N0059,AV,GENERALITAT VALENCIANA,3,    ,1 ,04 ,16 , ,2001,4,114,Colectiva
3456707YJ2635N0060,AV,GENERALITAT VALENCIANA,3,    ,1 ,05 ,17 , ,2001,4,92,Colectiva
3456707YJ2635N0061,AV,GENERALITAT VALENCIANA,3,    ,1 ,05 ,18 , ,2001,4,88,Colectiva
3456707YJ2635N0062,AV,GENERALITAT VALENCIANA,3,    ,1 ,05 ,19 , ,2001,4,88,Colectiva
3456707YJ2635N0063,AV,GENERALITAT VALENCIANA,3,    ,1 ,05 ,20 , ,2001,4,92,Colectiva
3456708YJ2635N0004,AV,GENERALITAT VALENCIANA,1,    ,A ,01 ,01 , ,2003,4,109,Colectiva
3456708YJ2635N0008,AV,GENERALITAT VALENCIANA,1,    ,A ,02 ,05 , ,2003,4,116,Colectiva
3456708YJ2635N0009,AV,GENERALITAT VALENCIANA,1,    ,A ,02 ,06 , ,2003,4,119,Colectiva
3456708YJ2635N0010,AV,GENERALITAT VALENCIANA,1,    ,A ,03 ,07 , ,2003,4,109,Colectiva
3456708YJ2635N0011,AV,GENERALITAT VALENCIANA,1,    ,A ,03 ,08 , ,2003,4,116,Colectiva
3456708YJ2635N0012,AV,GENERALITAT VALENCIANA,1,    ,A ,03 ,09 , ,2003,4,119,Colectiva
3456708YJ2635N0013,AV,GENERALITAT VALENCIANA,1,    ,A ,04 ,10 , ,2003,4,109,Colectiva
3456708YJ2635N0014,AV,GENERALITAT VALENCIANA,1,    ,A ,04 ,11 , ,2003,4,116,Colectiva
3456708YJ2635N0015,AV,GENERALITAT VALENCIANA,1,    ,A ,04 ,12 , ,2003,4,119,Colectiva
3456708YJ2635N0016,AV,GENERALITAT VALENCIANA,1,    ,A ,05 ,13 , ,2003,4,108,Colectiva
3456708YJ2635N0017,AV,GENERALITAT VALENCIANA,1,    ,A ,05 ,14 , ,2003,4,108,Colectiva
3456708YJ2635N0018,AV,RAMBLETA,73,    ,B ,01 ,01 , ,2003,4,111,Colectiva
3456708YJ2635N0019,AV,RAMBLETA,73,    ,B ,01 ,02 , ,2003,4,126,Colectiva
3456708YJ2635N0020,AV,RAMBLETA,73,    ,B ,01 ,03 , ,2003,4,110,Colectiva
3456708YJ2635N0021,AV,RAMBLETA,73,    ,B ,02 ,04 , ,2003,4,111,Colectiva
3456708YJ2635N0022,AV,RAMBLETA,73,    ,B ,02 ,05 , ,2003,4,110,Colectiva
3456708YJ2635N0023,AV,RAMBLETA,73,    ,B ,03 ,06 , ,2003,4,111,Colectiva
3456708YJ2635N0024,AV,RAMBLETA,73,    ,B ,03 ,07 , ,2003,4,126,Colectiva
3456708YJ2635N0025,AV,RAMBLETA,73,    ,B ,03 ,08 , ,2003,4,110,Colectiva
3456708YJ2635N0026,AV,RAMBLETA,73,    ,B ,04 ,09 , ,2003,4,111,Colectiva
3456708YJ2635N0027,AV,RAMBLETA,73,    ,B ,04 ,10 , ,2003,4,110,Colectiva
3456708YJ2635N0028,AV,RAMBLETA,73,    ,B ,05 ,11 , ,2003,4,105,Colectiva
3456708YJ2635N0029,AV,RAMBLETA,73,    ,B ,05 ,12 , ,2003,4,102,Colectiva
3456708YJ2635N0030,AV,RAMBLETA,71,    ,C ,01 ,01 , ,2003,4,110,Colectiva
3456708YJ2635N0031,AV,RAMBLETA,71,    ,C ,01 ,02 , ,2003,4,126,Colectiva
3456708YJ2635N0032,AV,RAMBLETA,71,    ,C ,01 ,03 , ,2003,4,112,Colectiva
3456708YJ2635N0033,AV,RAMBLETA,71,    ,C ,02 ,04 , ,2003,4,110,Colectiva
3456708YJ2635N0034,AV,RAMBLETA,71,    ,C ,02 ,05 , ,2003,4,112,Colectiva
3456708YJ2635N0035,AV,RAMBLETA,71,    ,C ,03 ,06 , ,2003,4,110,Colectiva
3456708YJ2635N0036,AV,RAMBLETA,71,    ,C ,03 ,07 , ,2003,4,126,Colectiva
3456708YJ2635N0037,AV,RAMBLETA,71,    ,C ,03 ,08 , ,2003,4,112,Colectiva
3456708YJ2635N0038,AV,RAMBLETA,71,    ,C ,04 ,09 , ,2003,4,110,Colectiva
3456708YJ2635N0039,AV,RAMBLETA,71,    ,C ,04 ,10 , ,2003,4,112,Colectiva
3456708YJ2635N0040,AV,RAMBLETA,71,    ,C ,05 ,11 , ,2003,4,102,Colectiva
3456708YJ2635N0041,AV,RAMBLETA,71,    ,C ,05 ,12 , ,2003,4,106,Colectiva
3456709YJ2635N0002,AV,RAMBLETA,69,    ,1 ,01 ,01 , ,2002,4,106,Colectiva
3456709YJ2635N0003,AV,RAMBLETA,69,    ,1 ,02 ,02 , ,2002,4,106,Colectiva
3456709YJ2635N0004,AV,RAMBLETA,69,    ,1 ,03 ,03 , ,2002,4,106,Colectiva
3456709YJ2635N0005,AV,RAMBLETA,69,    ,1 ,04 ,04 , ,2002,4,106,Colectiva
3456709YJ2635N0006,AV,RAMBLETA,69,    ,1 ,05 ,05 , ,2002,4,78,Colectiva
3456710YJ2635N0010,CL,FRANCESC LARRODE ARTOLA,2,    ,A ,01 ,01 , ,2001,4,110,Colectiva
3456710YJ2635N0011,CL,FRANCESC LARRODE ARTOLA,2,    ,A ,01 ,02 , ,2001,4,103,Colectiva
3456710YJ2635N0012,CL,FRANCESC LARRODE ARTOLA,2,    ,A ,01 ,03 , ,2001,4,109,Colectiva
3456710YJ2635N0013,CL,FRANCESC LARRODE ARTOLA,2,    ,A ,01 ,04 , ,2001,4,128,Colectiva
3456710YJ2635N0014,CL,FRANCESC LARRODE ARTOLA,2,    ,A ,01 ,05 , ,2001,4,103,Colectiva
3456710YJ2635N0015,CL,FRANCESC LARRODE ARTOLA,2,    ,A ,01 ,06 , ,2001,4,109,Colectiva
3456710YJ2635N0016,CL,FRANCESC LARRODE ARTOLA,2,    ,A ,02 ,07 , ,2001,4,110,Colectiva
3456710YJ2635N0017,CL,FRANCESC LARRODE ARTOLA,2,    ,A ,02 ,08 , ,2001,4,103,Colectiva
3456710YJ2635N0018,CL,FRANCESC LARRODE ARTOLA,2,    ,A ,02 ,09 , ,2001,4,109,Colectiva
3456710YJ2635N0019,CL,FRANCESC LARRODE ARTOLA,2,    ,A ,02 ,10 , ,2001,4,103,Colectiva
3456710YJ2635N0020,CL,FRANCESC LARRODE ARTOLA,2,    ,A ,02 ,11 , ,2001,4,109,Colectiva
3456710YJ2635N0021,CL,FRANCESC LARRODE ARTOLA,2,    ,A ,03 ,12 , ,2001,4,110,Colectiva
3456710YJ2635N0022,CL,FRANCESC LARRODE ARTOLA,2,    ,A ,03 ,13 , ,2001,4,103,Colectiva
3456710YJ2635N0023,CL,FRANCESC LARRODE ARTOLA,2,    ,A ,03 ,14 , ,2001,4,109,Colectiva
3456710YJ2635N0024,CL,FRANCESC LARRODE ARTOLA,2,    ,A ,03 ,15 , ,2001,4,128,Colectiva
3456710YJ2635N0025,CL,FRANCESC LARRODE ARTOLA,2,    ,A ,03 ,16 , ,2001,4,103,Colectiva
3456710YJ2635N0026,CL,FRANCESC LARRODE ARTOLA,2,    ,A ,03 ,17 , ,2001,4,109,Colectiva
3456710YJ2635N0027,CL,FRANCESC LARRODE ARTOLA,2,    ,A ,04 ,18 , ,2001,4,110,Colectiva
3456710YJ2635N0028,CL,FRANCESC LARRODE ARTOLA,2,    ,A ,04 ,19 , ,2001,4,103,Colectiva
3456710YJ2635N0029,CL,FRANCESC LARRODE ARTOLA,2,    ,A ,04 ,20 , ,2001,4,109,Colectiva
3456710YJ2635N0030,CL,FRANCESC LARRODE ARTOLA,2,    ,A ,04 ,21 , ,2001,4,103,Colectiva
3456710YJ2635N0031,CL,FRANCESC LARRODE ARTOLA,2,    ,A ,04 ,22 , ,2001,4,109,Colectiva
3456710YJ2635N0032,AV,RAMBLETA,67,    ,B ,01 ,01 , ,2001,4,110,Colectiva
3456710YJ2635N0033,AV,RAMBLETA,67,    ,B ,01 ,02 , ,2001,4,104,Colectiva
3456710YJ2635N0034,AV,RAMBLETA,67,    ,B ,01 ,03 , ,2001,4,104,Colectiva
3456710YJ2635N0035,AV,RAMBLETA,67,    ,B ,01 ,04 , ,2001,4,108,Colectiva
3456710YJ2635N0036,AV,RAMBLETA,67,    ,B ,02 ,05 , ,2001,4,110,Colectiva
3456710YJ2635N0037,AV,RAMBLETA,67,    ,B ,02 ,06 , ,2001,4,104,Colectiva
3456710YJ2635N0038,AV,RAMBLETA,67,    ,B ,02 ,07 , ,2001,4,104,Colectiva
3456710YJ2635N0039,AV,RAMBLETA,67,    ,B ,02 ,08 , ,2001,4,108,Colectiva
3456710YJ2635N0040,AV,RAMBLETA,67,    ,B ,03 ,09 , ,2001,4,110,Colectiva
3456710YJ2635N0041,AV,RAMBLETA,67,    ,B ,03 ,10 , ,2001,4,104,Colectiva
3456710YJ2635N0042,AV,RAMBLETA,67,    ,B ,03 ,11 , ,2001,4,104,Colectiva
3456710YJ2635N0043,AV,RAMBLETA,67,    ,B ,03 ,12 , ,2001,4,108,Colectiva
3456710YJ2635N0044,AV,RAMBLETA,67,    ,B ,04 ,13 , ,2001,4,110,Colectiva
3456710YJ2635N0045,AV,RAMBLETA,67,    ,B ,04 ,14 , ,2001,4,104,Colectiva
3456710YJ2635N0046,AV,RAMBLETA,67,    ,B ,04 ,15 , ,2001,4,104,Colectiva
3456710YJ2635N0047,AV,RAMBLETA,67,    ,B ,04 ,16 , ,2001,4,108,Colectiva
3457201YJ2635N0034,AV,GENERALITAT VALENCIANA,16,    ,1 ,00 ,01 , ,2005,4,81,Colectiva
3457201YJ2635N0035,AV,GENERALITAT VALENCIANA,16,    ,1 ,00 ,02 , ,2005,4,76,Colectiva
3457201YJ2635N0036,AV,GENERALITAT VALENCIANA,16,    ,1 ,01 ,03 , ,2005,4,100,Colectiva
3457201YJ2635N0037,AV,GENERALITAT VALENCIANA,16,    ,1 ,01 ,04 , ,2005,4,86,Colectiva
3457201YJ2635N0038,AV,GENERALITAT VALENCIANA,16,    ,1 ,01 ,05 , ,2005,4,47,Colectiva
3457201YJ2635N0039,AV,GENERALITAT VALENCIANA,16,    ,1 ,01 ,06 , ,2005,4,102,Colectiva
3457201YJ2635N0040,AV,GENERALITAT VALENCIANA,16,    ,1 ,02 ,07 , ,2005,4,100,Colectiva
3457201YJ2635N0041,AV,GENERALITAT VALENCIANA,16,    ,1 ,02 ,08 , ,2005,4,86,Colectiva
3457201YJ2635N0042,AV,GENERALITAT VALENCIANA,16,    ,1 ,02 ,09 , ,2005,4,47,Colectiva
3457201YJ2635N0043,AV,GENERALITAT VALENCIANA,16,    ,1 ,02 ,10 , ,2005,4,102,Colectiva
3457201YJ2635N0044,AV,GENERALITAT VALENCIANA,16,    ,1 ,03 ,11 , ,2005,4,100,Colectiva
3457201YJ2635N0045,AV,GENERALITAT VALENCIANA,16,    ,1 ,03 ,12 , ,2005,4,86,Colectiva
3457201YJ2635N0046,AV,GENERALITAT VALENCIANA,16,    ,1 ,03 ,13 , ,2005,4,47,Colectiva
3457201YJ2635N0047,AV,GENERALITAT VALENCIANA,16,    ,1 ,03 ,14 , ,2005,4,102,Colectiva
