Referencia Catastral,Tipo de vía,Nombre de vía,Numero,Bloque,Escalera,Planta,Puerta,Tipo reforma,Antiguedad,Calidad,Superficie construida,Tipo
3050901YJ2635S0001,AV,REI JAUME I,2,    ,1 ,01 ,01 , ,2003,4,114,Colectiva
3050901YJ2635S0002,AV,REI JAUME I,2,    ,1 ,01 ,02 , ,2003,4,96,Colectiva
3050901YJ2635S0003,AV,REI JAUME I,2,    ,1 ,01 ,03 , ,2003,4,95,Colectiva
3050901YJ2635S0004,AV,REI JAUME I,2,    ,1 ,01 ,04 , ,2003,4,111,Colectiva
3050901YJ2635S0005,AV,REI JAUME I,2,    ,1 ,02 ,05 , ,2003,4,114,Colectiva
3050901YJ2635S0006,AV,REI JAUME I,2,    ,1 ,02 ,06 , ,2003,4,96,Colectiva
3050901YJ2635S0007,AV,REI JAUME I,2,    ,1 ,02 ,07 , ,2003,4,95,Colectiva
3050901YJ2635S0008,AV,REI JAUME I,2,    ,1 ,02 ,08 , ,2003,4,111,Colectiva
3050901YJ2635S0009,AV,REI JAUME I,2,    ,1 ,03 ,09 , ,2003,4,114,Colectiva
3050901YJ2635S0010,AV,REI JAUME I,2,    ,1 ,03 ,10 , ,2003,4,96,Colectiva
3050901YJ2635S0011,AV,REI JAUME I,2,    ,1 ,03 ,11 , ,2003,4,95,Colectiva
3050901YJ2635S0012,AV,REI JAUME I,2,    ,1 ,03 ,12 , ,2003,4,111,Colectiva
3050901YJ2635S0013,AV,REI JAUME I,2,    ,1 ,04 ,13 , ,2003,4,116,Colectiva
3050901YJ2635S0014,AV,REI JAUME I,2,    ,1 ,04 ,14 , ,2003,4,95,Colectiva
3050901YJ2635S0015,AV,REI JAUME I,2,    ,1 ,04 ,15 , ,2003,4,95,Colectiva
3050901YJ2635S0016,AV,REI JAUME I,2,    ,1 ,04 ,16 , ,2003,4,116,Colectiva
3050901YJ2635S0017,AV,REI JAUME I,2,    ,1 ,05 ,17 , ,2003,4,120,Colectiva
3050901YJ2635S0018,AV,REI JAUME I,2,    ,1 ,06 ,18 , ,2003,4,99,Colectiva
3050901YJ2635S0019,AV,REI JAUME I,2,    ,1 ,06 ,19 , ,2003,4,99,Colectiva
3050901YJ2635S0020,AV,REI JAUME I,2,    ,1 ,05 ,20 , ,2003,4,120,Colectiva
3050902YJ2635S0001,AV,REI JAUME I,4,    ,1 ,01 ,01 , ,2005,4,107,Colectiva
3050902YJ2635S0002,AV,REI JAUME I,4,    ,1 ,01 ,02 , ,2005,4,61,Colectiva
3050902YJ2635S0003,AV,REI JAUME I,4,    ,1 ,01 ,03 , ,2005,4,99,Colectiva
3050902YJ2635S0004,AV,REI JAUME I,4,    ,1 ,02 ,04 , ,2005,4,107,Colectiva
3050902YJ2635S0005,AV,REI JAUME I,4,    ,1 ,02 ,05 , ,2005,4,61,Colectiva
3050902YJ2635S0006,AV,REI JAUME I,4,    ,1 ,02 ,06 , ,2005,4,99,Colectiva
3050902YJ2635S0007,AV,REI JAUME I,4,    ,1 ,03 ,07 , ,2005,4,110,Colectiva
3050902YJ2635S0008,AV,REI JAUME I,4,    ,1 ,03 ,08 , ,2005,4,120,Colectiva
3050902YJ2635S0009,AV,REI JAUME I,4,    ,1 ,03 ,09 , ,2005,4,99,Colectiva
3050902YJ2635S0010,AV,REI JAUME I,4,    ,1 ,04 ,10 , ,2005,4,110,Colectiva
3050902YJ2635S0011,AV,REI JAUME I,4,    ,1 ,04 ,11 , ,2005,4,100,Colectiva
3050902YJ2635S0012,AV,REI JAUME I,4,    ,1 ,05 ,12 , ,2005,4,128,Colectiva
3050902YJ2635S0013,AV,REI JAUME I,4,    ,1 ,05 ,13 , ,2005,4,98,Colectiva
3050902YJ2635S0014,AV,REI JAUME I,4,    ,1 ,06 ,14 , ,2005,4,118,Colectiva
3050903YJ2635S0001,AV,REI JAUME I,6,    ,1 ,01 ,01 , ,2006,4,106,Colectiva
3050903YJ2635S0002,AV,REI JAUME I,6,    ,1 ,01 ,02 , ,2006,4,67,Colectiva
3050903YJ2635S0003,AV,REI JAUME I,6,    ,1 ,01 ,03 , ,2006,4,106,Colectiva
3050903YJ2635S0004,AV,REI JAUME I,6,    ,1 ,02 ,04 , ,2006,4,106,Colectiva
3050903YJ2635S0005,AV,REI JAUME I,6,    ,1 ,02 ,05 , ,2006,4,67,Colectiva
3050903YJ2635S0006,AV,REI JAUME I,6,    ,1 ,02 ,06 , ,2006,4,106,Colectiva
3050903YJ2635S0007,AV,REI JAUME I,6,    ,1 ,03 ,07 , ,2006,4,106,Colectiva
3050903YJ2635S0008,AV,REI JAUME I,6,    ,1 ,03 ,08 , ,2006,4,67,Colectiva
3050903YJ2635S0009,AV,REI JAUME I,6,    ,1 ,03 ,09 , ,2006,4,106,Colectiva
3050903YJ2635S0010,AV,REI JAUME I,6,    ,1 ,04 ,10 , ,2006,4,106,Colectiva
3050903YJ2635S0011,AV,REI JAUME I,6,    ,1 ,04 ,11 , ,2006,4,67,Colectiva
3050903YJ2635S0012,AV,REI JAUME I,6,    ,1 ,04 ,12 , ,2006,4,106,Colectiva
3050903YJ2635S0013,AV,REI JAUME I,6,    ,1 ,05 ,13 , ,2006,4,132,Colectiva
3050903YJ2635S0014,AV,REI JAUME I,6,    ,1 ,05 ,14 , ,2006,4,121,Colectiva
3050903YJ2635S0015,AV,REI JAUME I,6,    ,1 ,05 ,15 , ,2006,4,139,Colectiva
3050903YJ2635S0016,AV,REI JAUME I,6,    ,2 ,01 ,01 , ,2006,4,106,Colectiva
3050903YJ2635S0017,AV,REI JAUME I,6,    ,2 ,01 ,02 , ,2006,4,67,Colectiva
3050903YJ2635S0018,AV,REI JAUME I,6,    ,2 ,01 ,03 , ,2006,4,106,Colectiva
3050903YJ2635S0019,AV,REI JAUME I,6,    ,2 ,02 ,04 , ,2006,4,106,Colectiva
3050903YJ2635S0020,AV,REI JAUME I,6,    ,2 ,02 ,05 , ,2006,4,67,Colectiva
3050903YJ2635S0021,AV,REI JAUME I,6,    ,2 ,02 ,06 , ,2006,4,106,Colectiva
3050903YJ2635S0022,AV,REI JAUME I,6,    ,2 ,03 ,07 , ,2006,4,106,Colectiva
3050903YJ2635S0023,AV,REI JAUME I,6,    ,2 ,03 ,08 , ,2006,4,67,Colectiva
3050903YJ2635S0024,AV,REI JAUME I,6,    ,2 ,03 ,09 , ,2006,4,106,Colectiva
3050903YJ2635S0025,AV,REI JAUME I,6,    ,2 ,04 ,10 , ,2006,4,106,Colectiva
3050903YJ2635S0026,AV,REI JAUME I,6,    ,2 ,04 ,11 , ,2006,4,67,Colectiva
3050903YJ2635S0027,AV,REI JAUME I,6,    ,2 ,04 ,12 , ,2006,4,106,Colectiva
3050903YJ2635S0028,AV,REI JAUME I,6,    ,2 ,05 ,13 , ,2006,4,134,Colectiva
3050903YJ2635S0029,AV,REI JAUME I,6,    ,2 ,05 ,14 , ,2006,4,120,Colectiva
3050903YJ2635S0030,AV,REI JAUME I,6,    ,2 ,05 ,15 , ,2006,4,139,Colectiva
3050903YJ2635S0031,AV,REI JAUME I,6,    ,3 ,01 ,01 , ,2006,4,106,Colectiva
3050903YJ2635S0032,AV,REI JAUME I,6,    ,3 ,01 ,02 , ,2006,4,67,Colectiva
3050903YJ2635S0033,AV,REI JAUME I,6,    ,3 ,01 ,03 , ,2006,4,106,Colectiva
3050903YJ2635S0034,AV,REI JAUME I,6,    ,3 ,02 ,04 , ,2006,4,106,Colectiva
3050903YJ2635S0035,AV,REI JAUME I,6,    ,3 ,02 ,05 , ,2006,4,67,Colectiva
3050903YJ2635S0036,AV,REI JAUME I,6,    ,3 ,02 ,06 , ,2006,4,106,Colectiva
3050903YJ2635S0037,AV,REI JAUME I,6,    ,3 ,03 ,07 , ,2006,4,106,Colectiva
3050903YJ2635S0038,AV,REI JAUME I,6,    ,3 ,03 ,08 , ,2006,4,67,Colectiva
3050903YJ2635S0039,AV,REI JAUME I,6,    ,3 ,03 ,09 , ,2006,4,106,Colectiva
3050903YJ2635S0040,AV,REI JAUME I,6,    ,3 ,04 ,10 , ,2006,4,106,Colectiva
3050903YJ2635S0041,AV,REI JAUME I,6,    ,3 ,04 ,11 , ,2006,4,67,Colectiva
3050903YJ2635S0042,AV,REI JAUME I,6,    ,3 ,04 ,12 , ,2006,4,106,Colectiva
3050903YJ2635S0043,AV,REI JAUME I,6,    ,3 ,05 ,13 , ,2006,4,134,Colectiva
3050903YJ2635S0044,AV,REI JAUME I,6,    ,3 ,05 ,14 , ,2006,4,120,Colectiva
3050903YJ2635S0045,AV,REI JAUME I,6,    ,3 ,05 ,15 , ,2006,4,138,Colectiva
3050904YJ2635S0002,CL,UNIO MUSICAL,2,    ,A ,00 ,02 , ,2006,4,71,Colectiva
3050904YJ2635S0003,CL,UNIO MUSICAL,2,    ,A ,00 ,03 , ,2006,4,98,Colectiva
3050904YJ2635S0004,CL,UNIO MUSICAL,2,    ,A ,01 ,04 , ,2006,4,109,Colectiva
3050904YJ2635S0005,CL,UNIO MUSICAL,2,    ,A ,01 ,05 , ,2006,4,97,Colectiva
3050904YJ2635S0006,CL,UNIO MUSICAL,2,    ,A ,01 ,06 , ,2006,4,110,Colectiva
3050904YJ2635S0007,CL,UNIO MUSICAL,2,    ,A ,02 ,07 , ,2006,4,109,Colectiva
3050904YJ2635S0008,CL,UNIO MUSICAL,2,    ,A ,02 ,08 , ,2006,4,97,Colectiva
3050904YJ2635S0009,CL,UNIO MUSICAL,2,    ,A ,02 ,09 , ,2006,4,110,Colectiva
3050904YJ2635S0010,CL,UNIO MUSICAL,2,    ,A ,03 ,10 , ,2006,4,109,Colectiva
3050904YJ2635S0011,CL,UNIO MUSICAL,2,    ,A ,03 ,11 , ,2006,4,97,Colectiva
3050904YJ2635S0012,CL,UNIO MUSICAL,2,    ,A ,03 ,12 , ,2006,4,110,Colectiva
3050904YJ2635S0013,CL,UNIO MUSICAL,2,    ,A ,04 ,13 , ,2006,4,109,Colectiva
3050904YJ2635S0014,CL,UNIO MUSICAL,2,    ,A ,04 ,14 , ,2006,4,97,Colectiva
3050904YJ2635S0015,CL,UNIO MUSICAL,2,    ,A ,04 ,15 , ,2006,4,110,Colectiva
3050904YJ2635S0016,CL,UNIO MUSICAL,2,    ,A ,06 ,16 , ,2006,4,129,Colectiva
3050904YJ2635S0017,CL,UNIO MUSICAL,2,    ,A ,05 ,17 , ,2006,4,130,Colectiva
3050904YJ2635S0018,CL,UNIO MUSICAL,2,    ,A ,06 ,18 , ,2006,4,154,Colectiva
3050904YJ2635S0019,CL,MIGUEL CHIRIVELLA LUCAS,11,    ,B ,00 ,01 , ,2006,4,98,Colectiva
3050904YJ2635S0020,CL,MIGUEL CHIRIVELLA LUCAS,11,    ,B ,00 ,02 , ,2006,4,113,Colectiva
3050904YJ2635S0021,CL,MIGUEL CHIRIVELLA LUCAS,11,    ,B ,01 ,03 , ,2006,4,118,Colectiva
3050904YJ2635S0022,CL,MIGUEL CHIRIVELLA LUCAS,11,    ,B ,01 ,04 , ,2006,4,101,Colectiva
3050904YJ2635S0023,CL,MIGUEL CHIRIVELLA LUCAS,11,    ,B ,02 ,05 , ,2006,4,118,Colectiva
3050904YJ2635S0024,CL,MIGUEL CHIRIVELLA LUCAS,11,    ,B ,02 ,06 , ,2006,4,101,Colectiva
3050904YJ2635S0025,CL,MIGUEL CHIRIVELLA LUCAS,11,    ,B ,03 ,07 , ,2006,4,118,Colectiva
3050904YJ2635S0026,CL,MIGUEL CHIRIVELLA LUCAS,11,    ,B ,03 ,08 , ,2006,4,101,Colectiva
3050904YJ2635S0027,CL,MIGUEL CHIRIVELLA LUCAS,11,    ,B ,04 ,09 , ,2006,4,118,Colectiva
3050904YJ2635S0028,CL,MIGUEL CHIRIVELLA LUCAS,11,    ,B ,04 ,10 , ,2006,4,101,Colectiva
3050904YJ2635S0029,CL,MIGUEL CHIRIVELLA LUCAS,11,    ,B ,05 ,11 , ,2006,4,152,Colectiva
3050904YJ2635S0030,CL,MIGUEL CHIRIVELLA LUCAS,11,    ,B ,05 ,12 , ,2006,4,128,Colectiva
3050904YJ2635S0031,CL,MIGUEL CHIRIVELLA LUCAS,11,    ,B ,05 ,13 , ,2006,4,126,Colectiva
3050904YJ2635S0062,CL,UNIO MUSICAL,2,    ,A ,00 ,01 , ,2006,4,107,Colectiva
3050905YJ2635S0001,CL,UNIO MUSICAL,4,    ,A ,00 ,01 , ,2004,4,112,Colectiva
3050905YJ2635S0002,CL,UNIO MUSICAL,4,    ,A ,00 ,02 , ,2004,4,121,Colectiva
3050905YJ2635S0003,CL,UNIO MUSICAL,4,    ,A ,01 ,03 , ,2004,4,107,Colectiva
3050905YJ2635S0004,CL,UNIO MUSICAL,4,    ,A ,01 ,04 , ,2004,4,106,Colectiva
3050905YJ2635S0005,CL,UNIO MUSICAL,4,    ,A ,02 ,05 , ,2004,4,107,Colectiva
3050905YJ2635S0006,CL,UNIO MUSICAL,4,    ,A ,02 ,06 , ,2004,4,123,Colectiva
3050905YJ2635S0007,CL,UNIO MUSICAL,4,    ,A ,02 ,07 , ,2004,4,106,Colectiva
3050905YJ2635S0008,CL,UNIO MUSICAL,4,    ,A ,03 ,08 , ,2004,4,108,Colectiva
3050905YJ2635S0009,CL,UNIO MUSICAL,4,    ,A ,03 ,09 , ,2004,4,106,Colectiva
3050905YJ2635S0010,CL,UNIO MUSICAL,4,    ,A ,04 ,10 , ,2004,4,107,Colectiva
3050905YJ2635S0011,CL,UNIO MUSICAL,4,    ,A ,04 ,11 , ,2004,4,123,Colectiva
3050905YJ2635S0012,CL,UNIO MUSICAL,4,    ,A ,04 ,12 , ,2004,4,106,Colectiva
3050905YJ2635S0013,CL,UNIO MUSICAL,4,    ,A ,06 ,13 , ,2004,4,155,Colectiva
3050905YJ2635S0014,CL,UNIO MUSICAL,4,    ,A ,06 ,14 , ,2004,4,124,Colectiva
3050905YJ2635S0015,CL,UNIO MUSICAL,4,    ,A ,05 ,15 , ,2004,4,155,Colectiva
3050905YJ2635S0016,CL,UNIO MUSICAL,6,    ,B ,00 ,01 , ,2004,4,136,Colectiva
3050905YJ2635S0017,CL,UNIO MUSICAL,6,    ,B ,00 ,02 , ,2004,4,123,Colectiva
3050905YJ2635S0018,CL,UNIO MUSICAL,6,    ,B ,01 ,03 , ,2004,4,106,Colectiva
3050905YJ2635S0019,CL,UNIO MUSICAL,6,    ,B ,01 ,04 , ,2004,4,108,Colectiva
3050905YJ2635S0020,CL,UNIO MUSICAL,6,    ,B ,02 ,05 , ,2004,4,106,Colectiva
3050905YJ2635S0021,CL,UNIO MUSICAL,6,    ,B ,02 ,06 , ,2004,4,123,Colectiva
3050905YJ2635S0022,CL,UNIO MUSICAL,6,    ,B ,02 ,07 , ,2004,4,108,Colectiva
3050905YJ2635S0023,CL,UNIO MUSICAL,6,    ,B ,03 ,08 , ,2004,4,106,Colectiva
3050905YJ2635S0024,CL,UNIO MUSICAL,6,    ,B ,03 ,09 , ,2004,4,108,Colectiva
3050905YJ2635S0025,CL,UNIO MUSICAL,6,    ,B ,04 ,10 , ,2004,4,106,Colectiva
3050905YJ2635S0026,CL,UNIO MUSICAL,6,    ,B ,04 ,11 , ,2004,4,123,Colectiva
3050905YJ2635S0027,CL,UNIO MUSICAL,6,    ,B ,04 ,12 , ,2004,4,108,Colectiva
3050905YJ2635S0028,CL,UNIO MUSICAL,6,    ,B ,05 ,13 , ,2004,4,155,Colectiva
3050905YJ2635S0029,CL,UNIO MUSICAL,6,    ,B ,05 ,14 , ,2004,4,124,Colectiva
3050905YJ2635S0030,CL,UNIO MUSICAL,6,    ,B ,06 ,15 , ,2004,4,155,Colectiva
3050906YJ2635S0002,CL,UNIO MUSICAL,8,    ,1 ,01 ,02 , ,2006,4,106,Colectiva
3050906YJ2635S0003,CL,UNIO MUSICAL,8,    ,1 ,01 ,03 , ,2006,4,104,Colectiva
3050906YJ2635S0004,CL,UNIO MUSICAL,8,    ,1 ,01 ,04 , ,2006,4,105,Colectiva
3050906YJ2635S0005,CL,UNIO MUSICAL,8,    ,1 ,01 ,05 , ,2006,4,106,Colectiva
3050906YJ2635S0006,CL,UNIO MUSICAL,8,    ,1 ,02 ,06 , ,2006,4,113,Colectiva
3050906YJ2635S0007,CL,UNIO MUSICAL,8,    ,1 ,02 ,07 , ,2006,4,106,Colectiva
3050906YJ2635S0008,CL,UNIO MUSICAL,8,    ,1 ,02 ,08 , ,2006,4,104,Colectiva
3050906YJ2635S0009,CL,UNIO MUSICAL,8,    ,1 ,02 ,09 , ,2006,4,105,Colectiva
3050906YJ2635S0010,CL,UNIO MUSICAL,8,    ,1 ,02 ,10 , ,2006,4,106,Colectiva
3050906YJ2635S0011,CL,UNIO MUSICAL,8,    ,1 ,03 ,11 , ,2006,4,113,Colectiva
3050906YJ2635S0012,CL,UNIO MUSICAL,8,    ,1 ,03 ,12 , ,2006,4,106,Colectiva
3050906YJ2635S0013,CL,UNIO MUSICAL,8,    ,1 ,03 ,13 , ,2006,4,104,Colectiva
3050906YJ2635S0014,CL,UNIO MUSICAL,8,    ,1 ,03 ,14 , ,2006,4,105,Colectiva
3050906YJ2635S0015,CL,UNIO MUSICAL,8,    ,1 ,03 ,15 , ,2006,4,106,Colectiva
3050906YJ2635S0016,CL,UNIO MUSICAL,8,    ,1 ,04 ,16 , ,2006,4,113,Colectiva
3050906YJ2635S0017,CL,UNIO MUSICAL,8,    ,1 ,04 ,17 , ,2006,4,106,Colectiva
3050906YJ2635S0018,CL,UNIO MUSICAL,8,    ,1 ,04 ,18 , ,2006,4,104,Colectiva
3050906YJ2635S0019,CL,UNIO MUSICAL,8,    ,1 ,04 ,19 , ,2006,4,105,Colectiva
3050906YJ2635S0020,CL,UNIO MUSICAL,8,    ,1 ,04 ,20 , ,2006,4,106,Colectiva
3050906YJ2635S0021,CL,UNIO MUSICAL,8,    ,1 ,05 ,21 , ,2006,4,118,Colectiva
3050906YJ2635S0022,CL,UNIO MUSICAL,8,    ,1 ,06 ,22 , ,2006,4,93,Colectiva
3050906YJ2635S0023,CL,UNIO MUSICAL,8,    ,1 ,06 ,23 , ,2006,4,91,Colectiva
3050906YJ2635S0024,CL,UNIO MUSICAL,8,    ,1 ,05 ,24 , ,2006,4,96,Colectiva
3050906YJ2635S0025,CL,UNIO MUSICAL,8,    ,1 ,05 ,25 , ,2006,4,103,Colectiva
3050906YJ2635S0026,CL,UNIO MUSICAL,8,    ,1 ,05 ,26 , ,2006,4,111,Colectiva
3050906YJ2635S0027,CL,UNIO MUSICAL,10,    ,2 ,01 ,01 , ,2006,4,107,Colectiva
3050906YJ2635S0028,CL,UNIO MUSICAL,10,    ,2 ,01 ,02 , ,2006,4,105,Colectiva
3050906YJ2635S0029,CL,UNIO MUSICAL,10,    ,2 ,01 ,03 , ,2006,4,103,Colectiva
3050906YJ2635S0030,CL,UNIO MUSICAL,10,    ,2 ,01 ,04 , ,2006,4,110,Colectiva
3050906YJ2635S0031,CL,UNIO MUSICAL,10,    ,2 ,01 ,05 , ,2006,4,93,Colectiva
3050906YJ2635S0032,CL,UNIO MUSICAL,10,    ,2 ,02 ,06 , ,2006,4,107,Colectiva
3050906YJ2635S0033,CL,UNIO MUSICAL,10,    ,2 ,02 ,07 , ,2006,4,105,Colectiva
3050906YJ2635S0034,CL,UNIO MUSICAL,10,    ,2 ,02 ,08 , ,2006,4,103,Colectiva
3050906YJ2635S0035,CL,UNIO MUSICAL,10,    ,2 ,02 ,09 , ,2006,4,110,Colectiva
3050906YJ2635S0036,CL,UNIO MUSICAL,10,    ,2 ,02 ,10 , ,2006,4,93,Colectiva
3050906YJ2635S0037,CL,UNIO MUSICAL,10,    ,2 ,03 ,11 , ,2006,4,107,Colectiva
3050906YJ2635S0038,CL,UNIO MUSICAL,10,    ,2 ,03 ,12 , ,2006,4,105,Colectiva
3050906YJ2635S0039,CL,UNIO MUSICAL,10,    ,2 ,03 ,13 , ,2006,4,103,Colectiva
3050906YJ2635S0040,CL,UNIO MUSICAL,10,    ,2 ,03 ,14 , ,2006,4,110,Colectiva
3050906YJ2635S0041,CL,UNIO MUSICAL,10,    ,2 ,03 ,15 , ,2006,4,93,Colectiva
3050906YJ2635S0042,CL,UNIO MUSICAL,10,    ,2 ,04 ,16 , ,2006,4,107,Colectiva
3050906YJ2635S0043,CL,UNIO MUSICAL,10,    ,2 ,04 ,17 , ,2006,4,105,Colectiva
3050906YJ2635S0044,CL,UNIO MUSICAL,10,    ,2 ,04 ,18 , ,2006,4,103,Colectiva
3050906YJ2635S0045,CL,UNIO MUSICAL,10,    ,2 ,04 ,19 , ,2006,4,110,Colectiva
3050906YJ2635S0046,CL,UNIO MUSICAL,10,    ,2 ,04 ,20 , ,2006,4,93,Colectiva
3050906YJ2635S0047,CL,UNIO MUSICAL,10,    ,2 ,05 ,21 , ,2006,4,120,Colectiva
3050906YJ2635S0048,CL,UNIO MUSICAL,10,    ,2 ,05 ,22 , ,2006,4,91,Colectiva
3050906YJ2635S0049,CL,UNIO MUSICAL,10,    ,2 ,05 ,23 , ,2006,4,96,Colectiva
3050906YJ2635S0050,CL,UNIO MUSICAL,10,    ,2 ,05 ,24 , ,2006,4,89,Colectiva
3050906YJ2635S0051,CL,UNIO MUSICAL,10,    ,2 ,05 ,25 , ,2006,4,128,Colectiva
3050906YJ2635S0052,CL,UNIO MUSICAL,10,    ,2 ,06 ,26 , ,2006,4,100,Colectiva
3050906YJ2635S0053,AV,DIPUTACION PROVINCIAL,20,    ,3 ,01 ,01 , ,2006,4,113,Colectiva
3050906YJ2635S0054,AV,DIPUTACION PROVINCIAL,20,    ,3 ,01 ,02 , ,2006,4,106,Colectiva
3050906YJ2635S0055,AV,DIPUTACION PROVINCIAL,20,    ,3 ,01 ,03 , ,2006,4,104,Colectiva
3050906YJ2635S0056,AV,DIPUTACION PROVINCIAL,20,    ,3 ,01 ,04 , ,2006,4,105,Colectiva
3050906YJ2635S0057,AV,DIPUTACION PROVINCIAL,20,    ,3 ,01 ,05 , ,2006,4,106,Colectiva
3050906YJ2635S0058,AV,DIPUTACION PROVINCIAL,20,    ,3 ,02 ,06 , ,2006,4,113,Colectiva
3050906YJ2635S0059,AV,DIPUTACION PROVINCIAL,20,    ,3 ,02 ,07 , ,2006,4,106,Colectiva
3050906YJ2635S0060,AV,DIPUTACION PROVINCIAL,20,    ,3 ,02 ,08 , ,2006,4,104,Colectiva
3050906YJ2635S0061,AV,DIPUTACION PROVINCIAL,20,    ,3 ,02 ,09 , ,2006,4,105,Colectiva
3050906YJ2635S0062,AV,DIPUTACION PROVINCIAL,20,    ,3 ,02 ,10 , ,2006,4,106,Colectiva
3050906YJ2635S0063,AV,DIPUTACION PROVINCIAL,20,    ,3 ,03 ,11 , ,2006,4,113,Colectiva
3050906YJ2635S0064,AV,DIPUTACION PROVINCIAL,20,    ,3 ,03 ,12 , ,2006,4,106,Colectiva
3050906YJ2635S0065,AV,DIPUTACION PROVINCIAL,20,    ,3 ,03 ,13 , ,2006,4,104,Colectiva
3050906YJ2635S0066,AV,DIPUTACION PROVINCIAL,20,    ,3 ,03 ,14 , ,2006,4,105,Colectiva
3050906YJ2635S0067,AV,DIPUTACION PROVINCIAL,20,    ,3 ,03 ,15 , ,2006,4,106,Colectiva
3050906YJ2635S0068,AV,DIPUTACION PROVINCIAL,20,    ,3 ,04 ,16 , ,2006,4,113,Colectiva
3050906YJ2635S0069,AV,DIPUTACION PROVINCIAL,20,    ,3 ,04 ,17 , ,2006,4,106,Colectiva
3050906YJ2635S0070,AV,DIPUTACION PROVINCIAL,20,    ,3 ,04 ,18 , ,2006,4,104,Colectiva
3050906YJ2635S0071,AV,DIPUTACION PROVINCIAL,20,    ,3 ,04 ,19 , ,2006,4,105,Colectiva
3050906YJ2635S0072,AV,DIPUTACION PROVINCIAL,20,    ,3 ,04 ,20 , ,2006,4,106,Colectiva
3050906YJ2635S0073,AV,DIPUTACION PROVINCIAL,20,    ,3 ,05 ,21 , ,2006,4,118,Colectiva
3050906YJ2635S0074,AV,DIPUTACION PROVINCIAL,20,    ,3 ,05 ,22 , ,2006,4,94,Colectiva
3050906YJ2635S0075,AV,DIPUTACION PROVINCIAL,20,    ,3 ,06 ,23 , ,2006,4,91,Colectiva
3050906YJ2635S0076,AV,DIPUTACION PROVINCIAL,20,    ,3 ,05 ,24 , ,2006,4,97,Colectiva
3050906YJ2635S0077,AV,DIPUTACION PROVINCIAL,20,    ,3 ,05 ,25 , ,2006,4,101,Colectiva
3050906YJ2635S0078,AV,DIPUTACION PROVINCIAL,20,    ,3 ,05 ,26 , ,2006,4,108,Colectiva
3050906YJ2635S0231,CL,UNIO MUSICAL,8,    ,1 ,01 ,01 , ,2006,4,113,Colectiva
3050907YJ2635S0018,CL,MIGUEL CHIRIVELLA LUCAS,13,    ,1 ,01 ,01 , ,2003,4,110,Colectiva
3050907YJ2635S0019,CL,MIGUEL CHIRIVELLA LUCAS,13,    ,1 ,01 ,02 , ,2003,4,57,Colectiva
3050907YJ2635S0020,CL,MIGUEL CHIRIVELLA LUCAS,13,    ,1 ,01 ,03 , ,2003,4,104,Colectiva
3050907YJ2635S0021,CL,MIGUEL CHIRIVELLA LUCAS,13,    ,1 ,01 ,04 , ,2003,4,106,Colectiva
3050907YJ2635S0022,CL,MIGUEL CHIRIVELLA LUCAS,13,    ,1 ,02 ,05 , ,2003,4,110,Colectiva
3050907YJ2635S0023,CL,MIGUEL CHIRIVELLA LUCAS,13,    ,1 ,02 ,06 , ,2003,4,114,Colectiva
3050907YJ2635S0024,CL,MIGUEL CHIRIVELLA LUCAS,13,    ,1 ,02 ,07 , ,2003,4,104,Colectiva
3050907YJ2635S0025,CL,MIGUEL CHIRIVELLA LUCAS,13,    ,1 ,02 ,08 , ,2003,4,106,Colectiva
3050907YJ2635S0026,CL,MIGUEL CHIRIVELLA LUCAS,13,    ,1 ,03 ,09 , ,2003,4,110,Colectiva
3050907YJ2635S0027,CL,MIGUEL CHIRIVELLA LUCAS,13,    ,1 ,03 ,10 , ,2003,4,104,Colectiva
3050907YJ2635S0028,CL,MIGUEL CHIRIVELLA LUCAS,13,    ,1 ,03 ,11 , ,2003,4,106,Colectiva
3050907YJ2635S0029,CL,MIGUEL CHIRIVELLA LUCAS,13,    ,1 ,04 ,12 , ,2003,4,110,Colectiva
3050907YJ2635S0030,CL,MIGUEL CHIRIVELLA LUCAS,13,    ,1 ,04 ,13 , ,2003,4,114,Colectiva
3050907YJ2635S0031,CL,MIGUEL CHIRIVELLA LUCAS,13,    ,1 ,04 ,14 , ,2003,4,104,Colectiva
3050907YJ2635S0032,CL,MIGUEL CHIRIVELLA LUCAS,13,    ,1 ,04 ,15 , ,2003,4,106,Colectiva
3050907YJ2635S0033,CL,MIGUEL CHIRIVELLA LUCAS,13,    ,1 ,05 ,16 , ,2003,4,110,Colectiva
3050907YJ2635S0034,CL,MIGUEL CHIRIVELLA LUCAS,13,    ,1 ,05 ,17 , ,2003,4,104,Colectiva
3050907YJ2635S0035,CL,MIGUEL CHIRIVELLA LUCAS,13,    ,1 ,05 ,18 , ,2003,4,106,Colectiva
3050907YJ2635S0036,AV,REI JAUME I,10,    ,2 ,01 ,01 , ,2003,4,104,Colectiva
3050907YJ2635S0037,AV,REI JAUME I,10,    ,2 ,01 ,02 , ,2003,4,107,Colectiva
3050907YJ2635S0038,AV,REI JAUME I,10,    ,2 ,02 ,03 , ,2003,4,104,Colectiva
3050907YJ2635S0039,AV,REI JAUME I,10,    ,2 ,02 ,04 , ,2003,4,107,Colectiva
3050907YJ2635S0040,AV,REI JAUME I,10,    ,2 ,03 ,05 , ,2003,4,104,Colectiva
3050907YJ2635S0041,AV,REI JAUME I,10,    ,2 ,03 ,06 , ,2003,4,107,Colectiva
